seq,cam_view,start_frame,end_frame,url,gait_event,dataset,gait_pat,title,uploader,fps,start_time,end_time,duration,checksum,width,height
cll74bxqz00143o6luhlnqxyb,back,1379,1543,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:22.983,00:00:25.717,2.733,2fd3e858fba8a50d7a9a85ed5472a7c3e0df2f688092beb16f2f4c9195906768,1920,1080
cll74cfvn00183o6lzjgjf4sy,front,1556,1948,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:25.933,00:00:32.467,6.533,0bf52aed471506c5007478a8556f923944b6cbb73ca0f7f17186b0e0f7b8b7ee,1920,1080
cll74cz9o001c3o6ld19cusaf,back,1963,2322,https://www.youtube.com/watch?v=i3cgwFdqSfs,nan,Abnormal Gait,abnormal,Case Study 11 - 10 Weeks Later,Mission Gait,60.0,00:00:32.717,00:00:38.700,5.983,f22b8b9b63ce2f4d444e258a4a6ed07631e1254b71ba3f9ad2cec15ebbb2857c,1920,1080
cll7b5520001b3o6ltainxzq7,right side,1,454,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:00.017,00:00:07.567,7.55,4427d5657691ebb230f2c5d2f5db51fe48789bac611d37f8f0c847ac3293e31f,1920,1080
cll7b5mmr001f3o6ler43480l,left side,549,882,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:09.150,00:00:14.700,5.55,2028f879c91dfe3e8481cab4f28638e403bba75f11b62dd70b364526902e11e7,1920,1080
cll7b64pr001j3o6l51wteo3i,right side,902,2077,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:15.033,00:00:34.617,19.583,d41ecb39c333b4474410a7f68a349d231b3a6bf74b491a7c98c730bde32705fc,1920,1080
cll7b6r02001n3o6lon9p2jw9,left side,2107,3208,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:35.117,00:00:53.467,18.35,0e55d654989502ec4b7f4f35db9a9e2301dc99ef4197a2684af07940f3ff97b8,1920,1080
cll7b79a7001r3o6lmg9zv8kx,front,3218,3566,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:00:53.633,00:00:59.433,5.8,b26aeb16a85407e7181882b10d30392436f5c2c23946da992ae3c4ec69311afd,1920,1080
cll7b7wg2001v3o6lai7giyv9,back,3673,3930,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:01.217,00:01:05.500,4.283,844ff9665b7d9cd0e5fa4f9830085b902affbd200a4a8244c83cb0d8740815ba,1920,1080
cll7b8e7l001z3o6lrl1ng69n,front,3948,4986,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:05.800,00:01:23.100,17.3,d2d170762269324489d49d3c9f2ac60eeec5d2e157b27fca29019d0d2186e70a,1920,1080
cll7b8rqh00233o6lu29ve8tx,back,5002,5895,https://www.youtube.com/watch?v=IV_IsstW-gA,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait - Case Study 17,Mission Gait,60.0,00:01:23.367,00:01:38.250,14.883,3454798d7248f5a3b35f2cdbc178801c0c2967ea8f8307ef74e0602d48bd1333,1920,1080
cll7bh2lv00333o6l66gqcyq3,back,1,420,https://www.youtube.com/watch?v=JRS8q8Ri8Jo,nan,Abnormal Gait,abnormal,"Case Study 7 - ""After"" Walk (Anterior-Posterior)",Mission Gait,60.0,00:00:00.017,00:00:07.000,6.983,5706d2d5d8f0b93b8f675c0bfe4270645d654d2daec5775db7228f6db09720f7,1920,1080
cll7bhnmu00373o6lsa7y9j51,front,466,805,https://www.youtube.com/watch?v=JRS8q8Ri8Jo,nan,Abnormal Gait,abnormal,"Case Study 7 - ""After"" Walk (Anterior-Posterior)",Mission Gait,60.0,00:00:07.767,00:00:13.417,5.65,63d6b37677a6a05fd9bef596c2b71b2033bfc6c8bcc6b6646fb46002fc4b2034,1920,1080
cll7bjqen003b3o6ljt1q648r,back,817,1882,https://www.youtube.com/watch?v=JRS8q8Ri8Jo,nan,Abnormal Gait,abnormal,"Case Study 7 - ""After"" Walk (Anterior-Posterior)",Mission Gait,60.0,00:00:13.617,00:00:31.367,17.75,a2d3f1709882076254ffc57a9780e5145a1f03ef3248f952604899e0cfe41200,1920,1080
cll7nivjk00043o6llmtvg69b,front,2056,2828,https://www.youtube.com/watch?v=JRS8q8Ri8Jo,nan,Abnormal Gait,abnormal,"Case Study 7 - ""After"" Walk (Anterior-Posterior)",Mission Gait,60.0,00:00:34.267,00:00:47.133,12.867,fb74909b87ab6af4ff83e0de9cef9031a2d4c2387dc6f9968c1c291c884c4862,1920,1080
cll7nz8sk00213o6lvx7830ce,right side,1,210,https://www.youtube.com/watch?v=k_u1odxxsWY,nan,Abnormal Gait,abnormal,Leg Length Discrepancy (LLD) Gait (Case Study 31),Mission Gait,60.0,00:00:00.017,00:00:03.500,3.483,aabb9fa6cac6462d2d3e843a138653acd637d235c544c29be756199da1ee7d56,1920,1080
cll7nzrgj00253o6lf04usvqf,left side,255,495,https://www.youtube.com/watch?v=k_u1odxxsWY,nan,Abnormal Gait,abnormal,Leg Length Discrepancy (LLD) Gait (Case Study 31),Mission Gait,60.0,00:00:04.250,00:00:08.250,4.0,3f41e3dda3dd9ef0496c054c33e63903a586912a5848d119269493fa4718bd31,1920,1080
cll7o0dy800293o6l6s9oc5ys,right side,508,1189,https://www.youtube.com/watch?v=k_u1odxxsWY,nan,Abnormal Gait,abnormal,Leg Length Discrepancy (LLD) Gait (Case Study 31),Mission Gait,60.0,00:00:08.467,00:00:19.817,11.35,734190e5f1f1fd92d94276ebb329e398bdd05dcd7a3028b3afa52093be9f253b,1920,1080
cll7o1528002d3o6lbwomj1bu,left side,1202,1958,https://www.youtube.com/watch?v=k_u1odxxsWY,nan,Abnormal Gait,abnormal,Leg Length Discrepancy (LLD) Gait (Case Study 31),Mission Gait,60.0,00:00:20.033,00:00:32.633,12.6,79447cf30386b1b6193aeb5a70f97295999d5ba7286c73bba5cbe7a77f4c48e8,1920,1080
cll7o1pfd002h3o6lslcoqnba,front,1964,2216,https://www.youtube.com/watch?v=k_u1odxxsWY,nan,Abnormal Gait,abnormal,Leg Length Discrepancy (LLD) Gait (Case Study 31),Mission Gait,60.0,00:00:32.733,00:00:36.933,4.2,806abbb2c91fd9da5a03ef42bd81919d275105c3361d327e83c7ceb78b6d32d3,1920,1080
cll7o2ylv002l3o6ll1xqlsse,back,2256,2523,https://www.youtube.com/watch?v=k_u1odxxsWY,nan,Abnormal Gait,abnormal,Leg Length Discrepancy (LLD) Gait (Case Study 31),Mission Gait,60.0,00:00:37.600,00:00:42.050,4.45,ff68dbbb896f52e1d50cf0e95ba88d5f629dd36fc571987c3f29a25396d03247,1920,1080
cll7o3c6p002p3o6ldijxknj2,front,2532,3097,https://www.youtube.com/watch?v=k_u1odxxsWY,nan,Abnormal Gait,abnormal,Leg Length Discrepancy (LLD) Gait (Case Study 31),Mission Gait,60.0,00:00:42.200,00:00:51.617,9.417,1b3c14f55ca2df5ac619361365f49e952cb4ce6b07802c4f26ebc3e0665485f4,1920,1080
cll7o3rt6002t3o6lhmpnv4pa,back,3116,3769,https://www.youtube.com/watch?v=k_u1odxxsWY,nan,Abnormal Gait,abnormal,Leg Length Discrepancy (LLD) Gait (Case Study 31),Mission Gait,60.0,00:00:51.933,00:01:02.817,10.883,63689e9bb92efb6a528c795018593fbddfc85f0314932358cb7a8bf6b07912c4,1920,1080
cll7p882j00053o6lf14c7el3,back,1,380,https://www.youtube.com/watch?v=KtFmOS-QVIc,nan,Abnormal Gait,abnormal,Case Study 6 (Anterior-Posterior),Mission Gait,60.0,00:00:00.017,00:00:06.333,6.317,093d66ce97de7dde90de99ed5f3fd2f6b03304ef5010e2982ad5eb188ba3afd9,1920,1080
cll7p8ha300093o6lgty82whb,front,413,782,https://www.youtube.com/watch?v=KtFmOS-QVIc,nan,Abnormal Gait,abnormal,Case Study 6 (Anterior-Posterior),Mission Gait,60.0,00:00:06.883,00:00:13.033,6.15,e9022e20e713bedb43379d2c26f140e90b14abe6e651a43b61f3e3543a0a8429,1920,1080
cll7p93u3000d3o6l2xmwkb5o,back,796,1792,https://www.youtube.com/watch?v=KtFmOS-QVIc,nan,Abnormal Gait,abnormal,Case Study 6 (Anterior-Posterior),Mission Gait,60.0,00:00:13.267,00:00:29.867,16.6,df872f2f5261ff66b8c66a5cb8fe0c68e5bd42598d7e6032d004c79c95177827,1920,1080
cll7p9lfp000h3o6lrfsvfvud,front,1811,2774,https://www.youtube.com/watch?v=KtFmOS-QVIc,nan,Abnormal Gait,abnormal,Case Study 6 (Anterior-Posterior),Mission Gait,60.0,00:00:30.183,00:00:46.233,16.05,074fbcbac4fa3860f84119bf97043567a65dd3ad50a6bbf2aa653bb09b2d6c93,1920,1080
cll7pdpya000q3o6ljqewymao,front,1,240,https://www.youtube.com/watch?v=L-41u-0tsFo,nan,Abnormal Gait,abnormal,Multiple Sclerosis Gait (Anterior-Posterior) 4 Weeks Later - Case Study 12,Mission Gait,60.0,00:00:00.017,00:00:04.000,3.983,c774415c97966e32684debbb190190f87e1e91e0b3664f0804452c1675902a65,1920,1080
cll7pe1vf000u3o6l4kz90gxi,back,283,528,https://www.youtube.com/watch?v=L-41u-0tsFo,nan,Abnormal Gait,abnormal,Multiple Sclerosis Gait (Anterior-Posterior) 4 Weeks Later - Case Study 12,Mission Gait,60.0,00:00:04.717,00:00:08.800,4.083,af052188e6a42d25aa85295e11e683a8aafcccc3d5fecf824a1dc41956a4d5f5,1920,1080
cll7pecrs000y3o6lonjwilvk,front,545,1518,https://www.youtube.com/watch?v=L-41u-0tsFo,nan,Abnormal Gait,abnormal,Multiple Sclerosis Gait (Anterior-Posterior) 4 Weeks Later - Case Study 12,Mission Gait,60.0,00:00:09.083,00:00:25.300,16.217,318e820feea095e2b7099138517c27e4f1d5d1d5154c1cd5e539b034187e8cab,1920,1080
cll7pesk200123o6lfl30fyxl,back,1649,2655,https://www.youtube.com/watch?v=L-41u-0tsFo,nan,Abnormal Gait,abnormal,Multiple Sclerosis Gait (Anterior-Posterior) 4 Weeks Later - Case Study 12,Mission Gait,60.0,00:00:27.483,00:00:44.250,16.767,daa85c766f2223df57e3b447888b66153a49bd019ea082f3017ef3928c994c21,1920,1080
cll7qis3j006m3o6l9fdb6x79,left side,1,248,https://www.youtube.com/watch?v=Mqr3kdiUzeM,nan,Abnormal Gait,abnormal,Case Study 7 - Barefoot Update (Lateral),Mission Gait,60.0,00:00:00.017,00:00:04.133,4.117,318a936d209cbc675043612a01e81eda69f7f1ecb0d2e3cba6da2ba353cd5806,1920,1080
cll7qjcba006q3o6lzz0lkvdi,right side,285,556,https://www.youtube.com/watch?v=Mqr3kdiUzeM,nan,Abnormal Gait,abnormal,Case Study 7 - Barefoot Update (Lateral),Mission Gait,60.0,00:00:04.750,00:00:09.267,4.517,e5741a06c261ab06434018ef73a676e4204343dcae2fcd6d3671e4af8c757bea,1920,1080
cll7qjvcw006u3o6l280zhuqz,left side,565,1553,https://www.youtube.com/watch?v=Mqr3kdiUzeM,nan,Abnormal Gait,abnormal,Case Study 7 - Barefoot Update (Lateral),Mission Gait,60.0,00:00:09.417,00:00:25.883,16.467,23128a983d9133494ca8c731985b977f78c26513d6b41b58a76917637bc1d91f,1920,1080
cll7qkwgd006y3o6llnmxybt1,right side,1717,2777,https://www.youtube.com/watch?v=Mqr3kdiUzeM,nan,Abnormal Gait,abnormal,Case Study 7 - Barefoot Update (Lateral),Mission Gait,60.0,00:00:28.617,00:00:46.283,17.667,7c7c090e1ddf09c174e0535365b0ea07c3766f5571f8950aa6600c9b50661000,1920,1080
cll7qrh84007o3o6ljr3cnbp7,front,1,348,https://www.youtube.com/watch?v=N9tJ7I4ls6I,nan,Abnormal Gait,abnormal,"Case Study 7 - ""Before"" (Anterior-Posterior)",Mission Gait,60.0,00:00:00.017,00:00:05.800,5.783,cf28d1a8c0af0c3d4f7ef46fe129cd72b35153a2e0cdcbd6c353a49005065c6e,1920,1080
cll7qrv26007s3o6l76phyq8a,back,407,770,https://www.youtube.com/watch?v=N9tJ7I4ls6I,nan,Abnormal Gait,abnormal,"Case Study 7 - ""Before"" (Anterior-Posterior)",Mission Gait,60.0,00:00:06.783,00:00:12.833,6.05,dd6f4041e5e396f4218e5b0c264ac0f96b6a78d0f29d3b67883e91b967e55a5d,1920,1080
cll7qs7tb007w3o6lxsdgc4ui,front,807,1894,https://www.youtube.com/watch?v=N9tJ7I4ls6I,nan,Abnormal Gait,abnormal,"Case Study 7 - ""Before"" (Anterior-Posterior)",Mission Gait,60.0,00:00:13.450,00:00:31.567,18.117,40b20fd1eba66009abddeb487324834180afaba127102f7edd6cbdfed6102c95,1920,1080
cll7qspps00803o6l06mbu5hr,back,1923,3159,https://www.youtube.com/watch?v=N9tJ7I4ls6I,nan,Abnormal Gait,abnormal,"Case Study 7 - ""Before"" (Anterior-Posterior)",Mission Gait,60.0,00:00:32.050,00:00:52.650,20.6,42bd177ddc678849b8b0db14c801c5f32d70fa424b773a616bf72e9607980320,1920,1080
cll7rem8d00ay3o6l3ytumz1s,right side,1,418,https://www.youtube.com/watch?v=ntzzSZW8plk,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane) - Case Study 17,Mission Gait,60.0,00:00:00.017,00:00:06.967,6.95,720b3a06bb30a038529ebb4f2c5cc078511e9dbc0348ef99798cf672305c2b5f,1920,1080
cll7rf3tx00b23o6l6rmg0swu,left side,495,840,https://www.youtube.com/watch?v=ntzzSZW8plk,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane) - Case Study 17,Mission Gait,60.0,00:00:08.250,00:00:14.000,5.75,4a2571c829d12d08b6a08c6890b2101d6514b3dac1777a79cee7a45960938d82,1920,1080
cll7rfn9p00b63o6llicdrdik,right side,856,2153,https://www.youtube.com/watch?v=ntzzSZW8plk,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane) - Case Study 17,Mission Gait,60.0,00:00:14.267,00:00:35.883,21.617,fffa54259f88dc8d82f0f1f9829b29aa776e8d36e4df07fdb3c79b93401d96a1,1920,1080
cll7rg9nk00ba3o6lblgphdnf,left side,2174,3206,https://www.youtube.com/watch?v=ntzzSZW8plk,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane) - Case Study 17,Mission Gait,60.0,00:00:36.233,00:00:53.433,17.2,b2cda56671b92920b0e71aa434773a151d10b3811ba437b747fc4ba33c9ecace,1920,1080
cll7rgp8y00be3o6lxy3nwceo,front,3215,3555,https://www.youtube.com/watch?v=ntzzSZW8plk,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane) - Case Study 17,Mission Gait,60.0,00:00:53.583,00:00:59.250,5.667,0d014d689f88e08c1628c34206d57489f0281add95926b90f38ad58ae909fc7b,1920,1080
cll7rh5l100bi3o6lsl6a0l14,back,3632,3954,https://www.youtube.com/watch?v=ntzzSZW8plk,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane) - Case Study 17,Mission Gait,60.0,00:01:00.533,00:01:05.900,5.367,45238ccac397dcb02b3724fbf06afba73270df4524fdddc9d104c4d48dd8c5b3,1920,1080
cll7rhn4c00bm3o6l7i14kom1,front,3974,4974,https://www.youtube.com/watch?v=ntzzSZW8plk,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane) - Case Study 17,Mission Gait,60.0,00:01:06.233,00:01:22.900,16.667,e5d43df1167aab1c91c88bbf7b4c0b3e57331007bf7bf92a1fea071f82a0a9bb,1920,1080
cll7riaoo00bq3o6ljjm9tgdk,back,4993,5887,https://www.youtube.com/watch?v=ntzzSZW8plk,nan,Abnormal Gait,abnormal,Chronic Hemiparetic Gait (cane) - Case Study 17,Mission Gait,60.0,00:01:23.217,00:01:38.117,14.9,f8374ca5dab4426f56223374e85021213ebb34a04d2b823356dfade7ed8415e1,1920,1080
cll8e6qmr00063o6lwy5xaa06,right side,1,421,https://www.youtube.com/watch?v=O1QibgYaKbY,nan,Abnormal Gait,abnormal,Transverse Myelitis Gait - Case Study 10 (Lateral),Mission Gait,60.0,00:00:00.017,00:00:07.017,7.0,a01809a0674caf6a3c170a28794c8c04fb289d16c381dffb1f6af8ff7bd946ae,1920,1080
cll8e7fwo000a3o6lx7vbhve7,left side,588,990,https://www.youtube.com/watch?v=O1QibgYaKbY,nan,Abnormal Gait,abnormal,Transverse Myelitis Gait - Case Study 10 (Lateral),Mission Gait,60.0,00:00:09.800,00:00:16.500,6.7,77d646ca6d7976354c96ddf388e4cc2af5c1732148e6118d870a2b6ea1295d78,1920,1080
cll8e821x000e3o6l1a9bjetz,right side,1022,1935,https://www.youtube.com/watch?v=O1QibgYaKbY,nan,Abnormal Gait,abnormal,Transverse Myelitis Gait - Case Study 10 (Lateral),Mission Gait,60.0,00:00:17.033,00:00:32.250,15.217,b729ca23cfc635c0a57bfa52f7f642ffb9c592a36b735032378d8c491679eb9d,1920,1080
cll8e93g3000i3o6lxvm2yhd6,left side,2590,3652,https://www.youtube.com/watch?v=O1QibgYaKbY,nan,Abnormal Gait,abnormal,Transverse Myelitis Gait - Case Study 10 (Lateral),Mission Gait,60.0,00:00:43.167,00:01:00.867,17.7,e069be4b5ab40ac3f4b381a99fbabfebb82f826199ba7acccbb248c5bfce2bc0,1920,1080
cll8e9sgi000m3o6lveq1w2fr,right side,3673,4185,https://www.youtube.com/watch?v=O1QibgYaKbY,nan,Abnormal Gait,abnormal,Transverse Myelitis Gait - Case Study 10 (Lateral),Mission Gait,60.0,00:01:01.217,00:01:09.750,8.533,ea3c4c9bf196c0258bba49947fad87e07e9ce6bb0774a77acd940087268f0bdd,1920,1080
cll8eahs6000q3o6lzemkbi27,left side,4272,4799,https://www.youtube.com/watch?v=O1QibgYaKbY,nan,Abnormal Gait,abnormal,Transverse Myelitis Gait - Case Study 10 (Lateral),Mission Gait,60.0,00:01:11.200,00:01:19.983,8.783,b9b33aa7116b49470170c2e6376b88adb4307e89a266a76a24a3fd299d55d340,1920,1080
cll8ebce5000u3o6lj55n38oe,right side,4823,6023,https://www.youtube.com/watch?v=O1QibgYaKbY,nan,Abnormal Gait,abnormal,Transverse Myelitis Gait - Case Study 10 (Lateral),Mission Gait,60.0,00:01:20.383,00:01:40.383,20.0,96df4a752f82807db3c91a3431a41df53f8c7700da7b52987a2bb8b438c8fb22,1920,1080
cll8ecayf000y3o6lpus3xxcd,left side,6376,7865,https://www.youtube.com/watch?v=O1QibgYaKbY,nan,Abnormal Gait,abnormal,Transverse Myelitis Gait - Case Study 10 (Lateral),Mission Gait,60.0,00:01:46.267,00:02:11.083,24.817,dc19593581a2abaacca193885037b5bfbf0752a9578e7b42cea656563a0059ce,1920,1080
cll8fbber00503o6ltzkgfnwv,left side,1,344,https://www.youtube.com/watch?v=pguRGW0G6vU,nan,Abnormal Gait,prosthetic,Case Study 4 - Walking (Lateral),Mission Gait,60.0,00:00:00.017,00:00:05.733,5.717,41c5932dabd6cf230db380e8875e92cc3091191114fd43af6b3d96d4ea5061fc,1920,1080
cll8fbyl500543o6lfryeb4cy,right side,385,773,https://www.youtube.com/watch?v=pguRGW0G6vU,nan,Abnormal Gait,prosthetic,Case Study 4 - Walking (Lateral),Mission Gait,60.0,00:00:06.417,00:00:12.883,6.467,eed9110a33e468b3558ef3553c36c3baa8cf10338bb6b5eef2093961662e1ec9,1920,1080
cll8fehbz005c3o6l3ug198rg,left side,780,2165,https://www.youtube.com/watch?v=pguRGW0G6vU,nan,Abnormal Gait,prosthetic,Case Study 4 - Walking (Lateral),Mission Gait,60.0,00:00:13.000,00:00:36.083,23.083,83b8c6d055bbc72a6cb6e51ed1257ffb7d0100272b04ec750b19fa6c444bae91,1920,1080
cll8ff8mp005g3o6lfiez3fs3,right side,2313,3875,https://www.youtube.com/watch?v=pguRGW0G6vU,nan,Abnormal Gait,prosthetic,Case Study 4 - Walking (Lateral),Mission Gait,60.0,00:00:38.550,00:01:04.583,26.033,38c42a2584a9438d7b45c8be1ea040ed05ab461f524f4992028997077eefc62e,1920,1080
cll8fp9jh00043o6leq1pvm6n,right side,1,1783,https://www.youtube.com/watch?v=pu5Vwf1CBO0,nan,Abnormal Gait,abnormal,Parkinson's Disease Gait - Moderate Severity,Mission Gait,60.0,00:00:00.017,00:00:29.717,29.7,daae865771b163a3c5663d12c8645a781b30876402893796a23cf8e31a6b543d,1920,1080
cll8fprbu00083o6l8va6lsx5,left side,2459,3514,https://www.youtube.com/watch?v=pu5Vwf1CBO0,nan,Abnormal Gait,abnormal,Parkinson's Disease Gait - Moderate Severity,Mission Gait,60.0,00:00:40.983,00:00:58.567,17.583,8b3e597969ef59d8d546220748f6290f616ac44bb1d26a640f3ab0fbbec5bc14,1920,1080
cll8fqbit000c3o6l5hmryp94,front,3854,4107,https://www.youtube.com/watch?v=pu5Vwf1CBO0,nan,Abnormal Gait,abnormal,Parkinson's Disease Gait - Moderate Severity,Mission Gait,60.0,00:01:04.233,00:01:08.450,4.217,0401d858c832e92f602836a3f8353ca313de607752a57bab23325e988a2b456d,1920,1080
cll8fqm0r000f3o6lzmwvuf19,back,4189,4433,https://www.youtube.com/watch?v=pu5Vwf1CBO0,nan,Abnormal Gait,abnormal,Parkinson's Disease Gait - Moderate Severity,Mission Gait,60.0,00:01:09.817,00:01:13.883,4.067,2850a11ec4c2038d0781f3a972295d031cfc4cf9f4a95e3606a8528628f168c0,1920,1080
cll8fr0b5000j3o6l5m8zqasq,front,4608,5572,https://www.youtube.com/watch?v=pu5Vwf1CBO0,nan,Abnormal Gait,abnormal,Parkinson's Disease Gait - Moderate Severity,Mission Gait,60.0,00:01:16.800,00:01:32.867,16.067,77db68bf9653083ab6960a4e1524b65aeb12e4438279509095e1aa2658f3ff04,1920,1080
cll8freaa000n3o6lyd8w47o6,back,5953,6917,https://www.youtube.com/watch?v=pu5Vwf1CBO0,nan,Abnormal Gait,abnormal,Parkinson's Disease Gait - Moderate Severity,Mission Gait,60.0,00:01:39.217,00:01:55.283,16.067,d1a61279c7e61c378a9c9c42dbdb74904516b752477711dd78c922412aa131b4,1920,1080
cll8i0gkd00053o6l4uzo1j7e,right side,1,274,https://www.youtube.com/watch?v=Rk7vzPpvQ_E,nan,Abnormal Gait,abnormal,Case Study 11 - Initial Evaluation,Mission Gait,60.0,00:00:00.017,00:00:04.567,4.55,44f1300cab783a66e0445268a205720cb83b19f901427fbbac91e2f839e42778,1920,1080
cll8i0rxj00093o6l725vxjzr,left side,312,574,https://www.youtube.com/watch?v=Rk7vzPpvQ_E,nan,Abnormal Gait,abnormal,Case Study 11 - Initial Evaluation,Mission Gait,60.0,00:00:05.200,00:00:09.567,4.367,fec69cbc56d0c3ee55932a9b9f88b26c5511a7c0ab8f5987b582172ace00ba89,1920,1080
cll8i17zu000d3o6l73pt03oc,right side,594,1262,https://www.youtube.com/watch?v=Rk7vzPpvQ_E,nan,Abnormal Gait,abnormal,Case Study 11 - Initial Evaluation,Mission Gait,60.0,00:00:09.900,00:00:21.033,11.133,b64c3216a4dab4224d424e91f76b0e68556628ec4c8bd8349bf4c0ae749da814,1920,1080
cll8i1ry6000h3o6lro9qix4i,left side,1415,2240,https://www.youtube.com/watch?v=Rk7vzPpvQ_E,nan,Abnormal Gait,abnormal,Case Study 11 - Initial Evaluation,Mission Gait,60.0,00:00:23.583,00:00:37.333,13.75,5a5aeac042182d63e0209deb136d8261872738c3f333ce22eea1bff1943cdeb5,1920,1080
cll8i28ce000l3o6lixho6ri4,front,2262,2440,https://www.youtube.com/watch?v=Rk7vzPpvQ_E,nan,Abnormal Gait,abnormal,Case Study 11 - Initial Evaluation,Mission Gait,60.0,00:00:37.700,00:00:40.667,2.967,f11cc0a0d3fc23ef8b5ac71bc41e99b20062544e97f0f146da94fdba17cb22d1,1920,1080
cll8i2l3w000p3o6l8vxxvet5,back,2489,2703,https://www.youtube.com/watch?v=Rk7vzPpvQ_E,nan,Abnormal Gait,abnormal,Case Study 11 - Initial Evaluation,Mission Gait,60.0,00:00:41.483,00:00:45.050,3.567,df307a38ae9e3e805104daf884f9473d813d207c7a0c0916db5db6e9315997d6,1920,1080
cll8i2wa6000t3o6l1lq6m3k1,front,2723,3317,https://www.youtube.com/watch?v=Rk7vzPpvQ_E,nan,Abnormal Gait,abnormal,Case Study 11 - Initial Evaluation,Mission Gait,60.0,00:00:45.383,00:00:55.283,9.9,df57eb69967eed4fa5845ede28958896329aacc2a4f195d2da9007ec30ca96a3,1920,1080
cll8i3cyg000x3o6l2tosywms,back,3466,4211,https://www.youtube.com/watch?v=Rk7vzPpvQ_E,nan,Abnormal Gait,abnormal,Case Study 11 - Initial Evaluation,Mission Gait,60.0,00:00:57.767,00:01:10.183,12.417,2bb52417559646403ab9f81372eb9629bdfe0d17c8691d98984e5bf4fd88fb0b,1920,1080
cll8k1ddg00503o6ld0ttyqyk,right side,1,271,https://www.youtube.com/watch?v=rWKYDfklSkE,nan,Abnormal Gait,cerebral palsy,Gait Dystonia - Case Study 24 Update,Mission Gait,60.0,00:00:00.017,00:00:04.517,4.5,6fc92b7a874047e7c90098f2fdada54016a33294856c88f191fedd542f0500e8,1920,1080
cll8k1pmt00543o6llho982y4,left side,320,580,https://www.youtube.com/watch?v=rWKYDfklSkE,nan,Abnormal Gait,cerebral palsy,Gait Dystonia - Case Study 24 Update,Mission Gait,60.0,00:00:05.333,00:00:09.667,4.333,d6f70acb7420965e0db49fe7db65d32260909216566607e645dea4f67fee1cdd,1920,1080
cll8k24qs00583o6lbnpqmjyl,right side,601,1138,https://www.youtube.com/watch?v=rWKYDfklSkE,nan,Abnormal Gait,cerebral palsy,Gait Dystonia - Case Study 24 Update,Mission Gait,60.0,00:00:10.017,00:00:18.967,8.95,11e54611ba6c810e968c1530470c4bd485ee9a8857fda8bd6bdb87b13ad959cf,1920,1080
cll8k2xvv005c3o6lbvl9w3f4,left side,1157,1685,https://www.youtube.com/watch?v=rWKYDfklSkE,nan,Abnormal Gait,cerebral palsy,Gait Dystonia - Case Study 24 Update,Mission Gait,60.0,00:00:19.283,00:00:28.083,8.8,eb5f3c7ab8efe1bc7b9663fcc56526c24ee3c3f0dfa64c59fa0f8ea6c6f296bb,1920,1080
cll8k3gus005g3o6la0ll4n2f,front,1697,1946,https://www.youtube.com/watch?v=rWKYDfklSkE,nan,Abnormal Gait,cerebral palsy,Gait Dystonia - Case Study 24 Update,Mission Gait,60.0,00:00:28.283,00:00:32.433,4.15,f015c2b3d6391615caf111f06f98316977da48415cc997183d2c4061b21550a3,1920,1080
cll8k3z7n005k3o6lps3evia5,back,1981,2213,https://www.youtube.com/watch?v=rWKYDfklSkE,nan,Abnormal Gait,cerebral palsy,Gait Dystonia - Case Study 24 Update,Mission Gait,60.0,00:00:33.017,00:00:36.883,3.867,34f7134097b20df0920a5f61086a3d06d75094c39b021b40dbfdb8db1e4d4221,1920,1080
