seq,cam_view,start_frame,end_frame,url,gait_event,dataset,gait_pat
cljw3xegk00043n6l9kkmoeco,front,78,392,https://www.youtube.com/watch?v=b0ljTBGJWnw,,Abnormal Gait,exercise
cljw3yogu00093n6lsap57tt4,back,224,869,https://www.youtube.com/watch?v=b2n0USprXmQ,,Abnormal Gait,prosthetic
cljw3ziud000d3n6lavym94ol,back,874,1304,https://www.youtube.com/watch?v=b2n0USprXmQ,,Abnormal Gait,prosthetic
cljw3zyxa000h3n6lrlj0pgvo,front,1318,1875,https://www.youtube.com/watch?v=b2n0USprXmQ,,Abnormal Gait,prosthetic
cljw40lsw000l3n6l0mit7gid,front,1885,2248,https://www.youtube.com/watch?v=b2n0USprXmQ,,Abnormal Gait,prosthetic
cljw413ht000p3n6l2nrixlh6,front,2256,2393,https://www.youtube.com/watch?v=b2n0USprXmQ,,Abnormal Gait,prosthetic
cljw4219w000t3n6lid99z8il,right side,2843,3102,https://www.youtube.com/watch?v=b2n0USprXmQ,,Abnormal Gait,prosthetic
cljw42r0i000x3n6lqcqfmipc,front,3111,3328,https://www.youtube.com/watch?v=b2n0USprXmQ,,Abnormal Gait,prosthetic
cljw43jb900123n6lewjt9vqg,right side,41,255,https://www.youtube.com/watch?v=B3ohGeUR0XY,,Abnormal Gait,exercise
cljw448vx00163n6lhm5vmfhm,left side,298,506,https://www.youtube.com/watch?v=B3ohGeUR0XY,,Abnormal Gait,exercise
cljw456fl001b3n6lgrikkdsg,back,87,194,https://www.youtube.com/watch?v=B4rOTkTPbMI,,Abnormal Gait,stroke
cljw461m9001f3n6l0o9gjzvg,front,262,388,https://www.youtube.com/watch?v=B4rOTkTPbMI,,Abnormal Gait,stroke
cljw46iz7001k3n6ln8mclrmb,right side,1,219,https://www.youtube.com/watch?v=b7VSPvw4FvE,,Abnormal Gait,exercise
cljw47neo001o3n6ll8fh5krg,left side,294,491,https://www.youtube.com/watch?v=b7VSPvw4FvE,,Abnormal Gait,exercise
cljw488gl001t3n6l5ogfho3h,left side,1,41,https://www.youtube.com/watch?v=b46xmMgdtnY,,Abnormal Gait,abnormal
cljw488gl001t3n6l5ogfho3h,other,42,138,https://www.youtube.com/watch?v=b46xmMgdtnY,,Abnormal Gait,abnormal
cljw48sqo001x3n6lui1j6arn,right side,178,303,https://www.youtube.com/watch?v=b46xmMgdtnY,,Abnormal Gait,abnormal
cljw498vp00213n6lke1u98jj,left side,357,489,https://www.youtube.com/watch?v=b46xmMgdtnY,,Abnormal Gait,abnormal
cljw4a7sh00263n6l26jwdqpf,back,1,453,https://www.youtube.com/watch?v=BGMTJ8NJAxA,,Abnormal Gait,prosthetic
cljw4az3t002a3n6l7j3i4lee,front,506,914,https://www.youtube.com/watch?v=BGMTJ8NJAxA,,Abnormal Gait,prosthetic
cljw4bg4q002e3n6lkugx2mrd,back,932,1920,https://www.youtube.com/watch?v=BGMTJ8NJAxA,,Abnormal Gait,prosthetic
cljw4bvwa002i3n6l11cwtwxq,front,1982,3014,https://www.youtube.com/watch?v=BGMTJ8NJAxA,,Abnormal Gait,prosthetic
cljw614kh002n3n6l98x3nnr6,front,147,333,https://www.youtube.com/watch?v=bmi1hYOnTHs,,Abnormal Gait,parkinsons
cljw61mqp002r3n6ly9axf1b2,front,363,459,https://www.youtube.com/watch?v=bmi1hYOnTHs,,Abnormal Gait,parkinsons
cljw6392x002v3n6l2cmbbtj8,front,758,922,https://www.youtube.com/watch?v=bmi1hYOnTHs,,Abnormal Gait,parkinsons
cljw63z1r002z3n6ls929nezr,front,2198,2274,https://www.youtube.com/watch?v=bmi1hYOnTHs,,Abnormal Gait,parkinsons
cljw65m0800333n6lpxsiegdj,left side,2745,3233,https://www.youtube.com/watch?v=bmi1hYOnTHs,,Abnormal Gait,parkinsons
cljw66tru00363n6lul1gvz3v,front,3825,4177,https://www.youtube.com/watch?v=bmi1hYOnTHs,,Abnormal Gait,parkinsons
cljw69f3h003a3n6lk2qd3f08,right side,5413,5707,https://www.youtube.com/watch?v=bmi1hYOnTHs,,Abnormal Gait,parkinsons
cljw6a6on003e3n6l34f95ehd,front,6401,6521,https://www.youtube.com/watch?v=bmi1hYOnTHs,,Abnormal Gait,parkinsons
cljw6dlqu00043n6lth228e1x,left side,20,144,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6e97y00083n6lopyf3zqt,right side,190,266,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6f07a000c3n6l2ayhqj3o,left side,274,375,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6gacy000g3n6lot0jsum0,right side,691,727,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6hftm000k3n6l1whdg71z,left side,947,994,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6hu10000o3n6l4cmx3ypi,right side,996,1038,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6ilc7000s3n6l6iyc9ju4,right side,1043,1083,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6jpnw000w3n6lvibo5ynh,right side,1471,1564,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6khdg00103n6ljsgnaaq3,right side,1819,1882,https://www.youtube.com/watch?v=By95MlAGTjE,,Abnormal Gait,abnormal
cljw6n7mg00173n6lnk3lmru5,right side,14,228,https://www.youtube.com/watch?v=cAETIJSUobY,,Abnormal Gait,exercise
cljw6nqn7001b3n6liypqmvgj,left side,360,631,https://www.youtube.com/watch?v=cAETIJSUobY,,Abnormal Gait,exercise
cljw6om0e001f3n6l395dmbg4,right side,746,1008,https://www.youtube.com/watch?v=cAETIJSUobY,,Abnormal Gait,exercise
cljw6phvc001k3n6l65kgd53c,left side,70,309,https://www.youtube.com/watch?v=cegLAYxNO1E,,Abnormal Gait,exercise
cljw6qeiv001o3n6lo9dcmmeg,left side,331,551,https://www.youtube.com/watch?v=cegLAYxNO1E,,Abnormal Gait,exercise
cljw6r61s001t3n6luv0xuqsw,left side,314,462,https://www.youtube.com/watch?v=Ci73SIVET50,,Abnormal Gait,inebriated
cljw6rump001x3n6lutuft47b,left side,556,604,https://www.youtube.com/watch?v=Ci73SIVET50,,Abnormal Gait,inebriated
cljw6sanb00213n6lzcmw192b,left side,639,871,https://www.youtube.com/watch?v=Ci73SIVET50,,Abnormal Gait,inebriated
cljw6t22j00253n6lqj29g2uu,left side,1078,1157,https://www.youtube.com/watch?v=Ci73SIVET50,,Abnormal Gait,inebriated
cljw6tpgu00293n6lhjzerp7d,left side,1187,1278,https://www.youtube.com/watch?v=Ci73SIVET50,,Abnormal Gait,inebriated
cljw6u6lf002d3n6lo0tu78zp,back,1280,1361,https://www.youtube.com/watch?v=Ci73SIVET50,,Abnormal Gait,inebriated
cljw6utb3002i3n6ll0pspyhl,front,1,207,https://www.youtube.com/watch?v=CMls0LwK5OU,,Abnormal Gait,stroke
cljw6vv80002m3n6l14b2y4jg,front,493,715,https://www.youtube.com/watch?v=CMls0LwK5OU,,Abnormal Gait,stroke
cljw6wq8o002q3n6lo4lmi8vd,right side,758,914,https://www.youtube.com/watch?v=CMls0LwK5OU,,Abnormal Gait,stroke
cljw6xyo3002u3n6lyl23l27l,back,1910,1954,https://www.youtube.com/watch?v=CMls0LwK5OU,,Abnormal Gait,stroke
cljw6xyo3002u3n6lyl23l27l,left side,1667,1955,https://www.youtube.com/watch?v=CMls0LwK5OU,,Abnormal Gait,stroke
cljw6yqg200313n6l6u9humd4,front,1958,2140,https://www.youtube.com/watch?v=CMls0LwK5OU,,Abnormal Gait,stroke
cljw6zrh800353n6l76psqelc,left side,1,270,https://www.youtube.com/watch?v=cqbQi5BTsSw,,Abnormal Gait,abnormal
cljw70c2t00393n6l8ou5prmf,right side,309,574,https://www.youtube.com/watch?v=cqbQi5BTsSw,,Abnormal Gait,abnormal
cljw70yj4003d3n6lzhjn55nb,left side,590,1666,https://www.youtube.com/watch?v=cqbQi5BTsSw,,Abnormal Gait,abnormal
cljw7257w003h3n6lgnsitrvd,right side,1805,2897,https://www.youtube.com/watch?v=cqbQi5BTsSw,,Abnormal Gait,abnormal
cljw73je6003m3n6l9d63qd2a,left side,291,389,https://www.youtube.com/watch?v=CrToYDUN89A,,Abnormal Gait,abnormal
cljw743d9003q3n6l8tpmdqtf,right side,524,950,https://www.youtube.com/watch?v=CrToYDUN89A,,Abnormal Gait,abnormal
cljw74mqw003u3n6lmj3h1v6x,left side,1192,1580,https://www.youtube.com/watch?v=CrToYDUN89A,,Abnormal Gait,abnormal
cljw75out003z3n6ldarll2qz,front,1,175,https://www.youtube.com/watch?v=cWujgb8jHNE,,Abnormal Gait,myopathic
cljw76g4e00443n6lfbboyczo,front,1,164,https://www.youtube.com/watch?v=dc7cnLxbpKU,,Abnormal Gait,stroke
cljw771mg00483n6lnajrytho,back,250,412,https://www.youtube.com/watch?v=dc7cnLxbpKU,,Abnormal Gait,stroke
cljw77snx004c3n6lvetndlu2,front,421,570,https://www.youtube.com/watch?v=dc7cnLxbpKU,,Abnormal Gait,stroke
cljw78k2f004h3n6lsbwyu559,back,2,131,https://www.youtube.com/watch?v=DcHU3z0v63M,,Abnormal Gait,abnormal
cljw79f1u004l3n6l6qctcevn,front,216,450,https://www.youtube.com/watch?v=DcHU3z0v63M,,Abnormal Gait,abnormal
cljw7a2mf004q3n6l5u1wps0e,right side,1,200,https://www.youtube.com/watch?v=ddMHjYSIQsM,,Abnormal Gait,exercise
cljw7ajrd004u3n6ltrzrbk92,left side,273,478,https://www.youtube.com/watch?v=ddMHjYSIQsM,,Abnormal Gait,exercise
cljw7c11f004z3n6ldnwe9cqj,right side,486,637,https://www.youtube.com/watch?v=d-jXLtMnqGY,,Abnormal Gait,exercise
cljw7cy8n00573n6logmpj8qf,left side,732,847,https://www.youtube.com/watch?v=d-jXLtMnqGY,,Abnormal Gait,exercise
cljw7drsi005f3n6l5aaw5d6j,left side,1024,1135,https://www.youtube.com/watch?v=d-jXLtMnqGY,,Abnormal Gait,exercise
cljw7ewnf005o3n6ltnxeqg54,left side,103,406,https://www.youtube.com/watch?v=DnPpm_VKqhI,,Abnormal Gait,exercise
cljw7gpfm005t3n6lfh2c2fbe,back,29,218,https://www.youtube.com/watch?v=Duy4Y8vRZ0I,,Abnormal Gait,abnormal
cljw7hh02005x3n6lt2o9ycfs,front,273,457,https://www.youtube.com/watch?v=Duy4Y8vRZ0I,,Abnormal Gait,abnormal
cljw7jxyk00663n6la0rfq89w,left side,380,464,https://www.youtube.com/watch?v=dvfeYnWVD08,,Abnormal Gait,stroke
cljw7knmw006a3n6lz5gfb0bo,front,474,700,https://www.youtube.com/watch?v=dvfeYnWVD08,,Abnormal Gait,stroke
cljw7lvm6006f3n6lme1qtv2g,front,758,836,https://www.youtube.com/watch?v=dXAvAA556gE,,Abnormal Gait,cerebral palsy
cljw7mjyv006j3n6lr6d34gvu,back,858,912,https://www.youtube.com/watch?v=dXAvAA556gE,,Abnormal Gait,cerebral palsy
cljw7ndde006n3n6lfm5x8fuv,front,1210,1441,https://www.youtube.com/watch?v=dXAvAA556gE,,Abnormal Gait,cerebral palsy
cljw7orya006s3n6lopenf75e,right side,685,1335,https://www.youtube.com/watch?v=dxRMtNtjwCc,,Abnormal Gait,parkinsons
cljw7pk60006w3n6lud1dvft9,right side,1347,1603,https://www.youtube.com/watch?v=dxRMtNtjwCc,,Abnormal Gait,parkinsons
cljw7q1kn00703n6lo6plljo9,left side,1894,2224,https://www.youtube.com/watch?v=dxRMtNtjwCc,,Abnormal Gait,parkinsons
cljw7r04700753n6ljc4jrdyl,left side,27,92,https://www.youtube.com/watch?v=eBvzFkcvScg,,Abnormal Gait,stroke
cljw7rexn00793n6l1q6fmh8e,right side,116,191,https://www.youtube.com/watch?v=eBvzFkcvScg,,Abnormal Gait,stroke
cljw7rzbm007d3n6lanxu4gf4,left side,222,277,https://www.youtube.com/watch?v=eBvzFkcvScg,,Abnormal Gait,stroke
cljw7shbo007h3n6lhj6j73z3,right side,308,365,https://www.youtube.com/watch?v=eBvzFkcvScg,,Abnormal Gait,stroke
cljw7swdz007l3n6larz6jybg,left side,398,445,https://www.youtube.com/watch?v=eBvzFkcvScg,,Abnormal Gait,stroke
cljw7tfqg007p3n6l0nwqb8w1,right side,478,569,https://www.youtube.com/watch?v=eBvzFkcvScg,,Abnormal Gait,stroke
cljw7u9tn007u3n6lq4pt7x51,right side,221,384,https://www.youtube.com/watch?v=eC5rBFti78M,,Abnormal Gait,exercise
cljw7uo8h007y3n6lyok5axbw,left side,433,564,https://www.youtube.com/watch?v=eC5rBFti78M,,Abnormal Gait,exercise
cljwbcjvq00043n6lllxhr535,back,1,307,https://www.youtube.com/watch?v=EjPUpKUbZSg,,Abnormal Gait,abnormal
cljwbdhda00093n6lz1d59m25,back,455,605,https://www.youtube.com/watch?v=eOe2AgVK5xI,,Abnormal Gait,abnormal
cljwbentj000d3n6lkdzqc77e,right side,791,1042,https://www.youtube.com/watch?v=eOe2AgVK5xI,,Abnormal Gait,abnormal
cljwbftxx000h3n6lv1v7w0ux,back,1232,1468,https://www.youtube.com/watch?v=eOe2AgVK5xI,,Abnormal Gait,abnormal
cljwbgqhk000l3n6lyl2bs2we,back,1885,2058,https://www.youtube.com/watch?v=eOe2AgVK5xI,,Abnormal Gait,abnormal
cljwbhsda000p3n6lo07fktzr,front,2364,2495,https://www.youtube.com/watch?v=eOe2AgVK5xI,,Abnormal Gait,abnormal
cljwbiep2000t3n6l0xm73f73,right side,2632,2718,https://www.youtube.com/watch?v=eOe2AgVK5xI,,Abnormal Gait,abnormal
cljwbiw4g000x3n6lzn7gplp8,back,2728,2936,https://www.youtube.com/watch?v=eOe2AgVK5xI,,Abnormal Gait,abnormal
cljwbkl5u00113n6lq6juqm6c,back,3317,3476,https://www.youtube.com/watch?v=eOe2AgVK5xI,,Abnormal Gait,abnormal
cljwbmxjq00163n6lbdlems0m,front,550,903,https://www.youtube.com/watch?v=es5nSkAx4p4,,Abnormal Gait,abnormal
cljwbp6ll001b3n6lcbxh7liq,front,121,155,https://www.youtube.com/watch?v=Exqj0M000S8,,Abnormal Gait,stroke
cljwbqprx001f3n6l49fulwhf,back,7040,7194,https://www.youtube.com/watch?v=Exqj0M000S8,,Abnormal Gait,stroke
cljwbrss4001k3n6l6oaj5ayy,front,322,584,https://www.youtube.com/watch?v=f1Jt0xVqvtI,,Abnormal Gait,exercise
cljwbsax5001o3n6lgoj7f57r,front,593,869,https://www.youtube.com/watch?v=f1Jt0xVqvtI,,Abnormal Gait,exercise
cljwbtjtg001t3n6lg3w779jv,back,2779,2972,https://www.youtube.com/watch?v=f8h2nkV0R8A,,Abnormal Gait,cerebral palsy
cljwcn068001y3n6lrm6qqj8o,left side,1,887,https://www.youtube.com/watch?v=FElCDD3X8pI,,Abnormal Gait,myopathic
cljwcp4ds00233n6lr9hvtf73,left side,388,686,https://www.youtube.com/watch?v=FoWTST-lrZw,,Abnormal Gait,exercise
cljwcqyw500283n6lcmqv13n0,front,1982,3345,https://www.youtube.com/watch?v=FpXbeLZWFSw,,Abnormal Gait,stroke
cljwcrswx002c3n6lwn7iv6br,back,3477,4877,https://www.youtube.com/watch?v=FpXbeLZWFSw,,Abnormal Gait,stroke
cljwcsw38002g3n6l088m4lb7,front,4986,6400,https://www.youtube.com/watch?v=FpXbeLZWFSw,,Abnormal Gait,stroke
cljwctrwx002k3n6lv7z0eodd,back,6535,7993,https://www.youtube.com/watch?v=FpXbeLZWFSw,,Abnormal Gait,stroke
cljwcu98s002o3n6lgvojbey3,front,8113,9580,https://www.youtube.com/watch?v=FpXbeLZWFSw,,Abnormal Gait,stroke
cljwcurcc002s3n6lvrwlkbni,back,9702,11179,https://www.youtube.com/watch?v=FpXbeLZWFSw,,Abnormal Gait,stroke
cljwcvfg5002w3n6lo9eg0k8w,front,11290,12808,https://www.youtube.com/watch?v=FpXbeLZWFSw,,Abnormal Gait,stroke
cljwcx6nj00043n6l90obz35w,right side,71,233,https://www.youtube.com/watch?v=F-T39hlQ6i0,,Abnormal Gait,exercise
cljwcxjlo00083n6lkqia9zx0,left side,313,489,https://www.youtube.com/watch?v=F-T39hlQ6i0,,Abnormal Gait,exercise
cljwcz4en000d3n6lf1g0j311,back,1,118,https://www.youtube.com/watch?v=fTfkU1gJLO4,,Abnormal Gait,abnormal
cljwczhuy000h3n6l84ebe3ao,front,189,436,https://www.youtube.com/watch?v=fTfkU1gJLO4,,Abnormal Gait,abnormal
cljwd0g2x000m3n6lgzb8jcwo,back,1,100,https://www.youtube.com/watch?v=FtpcgPPcySk,,Abnormal Gait,abnormal
cljwd0zll000q3n6lg38q5kzy,front,125,247,https://www.youtube.com/watch?v=FtpcgPPcySk,,Abnormal Gait,abnormal
cljwd1n5o000u3n6lo2vje4yj,back,991,1258,https://www.youtube.com/watch?v=FtpcgPPcySk,,Abnormal Gait,abnormal
cljwd2k4l000y3n6lp5jngk5e,front,1369,1541,https://www.youtube.com/watch?v=FtpcgPPcySk,,Abnormal Gait,abnormal
cljwd3oac00123n6llcxe2tg1,back,205,310,https://www.youtube.com/watch?v=G0RIf53oyBw,,Abnormal Gait,antalgic
cljwd49i700163n6lxv579o8a,front,359,497,https://www.youtube.com/watch?v=G0RIf53oyBw,,Abnormal Gait,antalgic
cljwd53nu001a3n6l8lu2lz3u,back,588,695,https://www.youtube.com/watch?v=G0RIf53oyBw,,Abnormal Gait,antalgic
cljwd5h2s001e3n6l14zums1l,front,732,875,https://www.youtube.com/watch?v=G0RIf53oyBw,,Abnormal Gait,antalgic
cljwd6kxa001i3n6lm1mk8bg8,front,58,241,https://www.youtube.com/watch?v=gBvMHns6N90,,Abnormal Gait,abnormal
cljwd7gqa001m3n6lteailldg,front,266,437,https://www.youtube.com/watch?v=gBvMHns6N90,,Abnormal Gait,abnormal
cljwd7wey001q3n6lgwlba49x,front,449,572,https://www.youtube.com/watch?v=gBvMHns6N90,,Abnormal Gait,abnormal
cljwd8jby001u3n6lizluv10f,front,599,836,https://www.youtube.com/watch?v=gBvMHns6N90,,Abnormal Gait,abnormal
cljwd92y7001y3n6lz7l3kpb7,front,840,1015,https://www.youtube.com/watch?v=gBvMHns6N90,,Abnormal Gait,abnormal
cljwno0m600043n6lq54umusu,front,2,203,https://www.youtube.com/watch?v=-oJM2wUUjws,,Abnormal Gait,parkinsons
cljwnp5ai000c3n6lqhuqij08,back,627,750,https://www.youtube.com/watch?v=-oJM2wUUjws,,Abnormal Gait,parkinsons
cljwnqgpo000h3n6ljjl2gyh2,front,1,192,https://www.youtube.com/watch?v=ONUjYikzmNE,,Abnormal Gait,exercise
cljwr30g000043n6ls0cp5ety,left side,1,113,https://www.youtube.com/watch?v=OoCDFmCm1DE,,Abnormal Gait,normal
cljwr3nzm00083n6lt90ynbix,right side,156,256,https://www.youtube.com/watch?v=OoCDFmCm1DE,,Abnormal Gait,normal
cljwr3zxa000c3n6l3s75sppt,left side,301,419,https://www.youtube.com/watch?v=OoCDFmCm1DE,,Abnormal Gait,normal
cljwr4g4a000g3n6lp1himnx5,right side,473,569,https://www.youtube.com/watch?v=OoCDFmCm1DE,,Abnormal Gait,normal
cljwr52cx000k3n6lkhlqiy7m,left side,617,748,https://www.youtube.com/watch?v=OoCDFmCm1DE,,Abnormal Gait,normal
cljwr5ix0000o3n6luidaxct4,right side,798,902,https://www.youtube.com/watch?v=OoCDFmCm1DE,,Abnormal Gait,normal
cljwr7n4o000w3n6lqxx0iv86,back,1,284,https://www.youtube.com/watch?v=L26I5sHvleg,,Abnormal Gait,myopathic
cljwr8nhk00113n6lhe98we1e,right side,1,456,https://www.youtube.com/watch?v=lhDa_7coFz4,,Abnormal Gait,inebriated
cljwr9rrl00163n6lt054x4sf,front,150,302,https://www.youtube.com/watch?v=lkr-EBeDC3I,,Abnormal Gait,myopathic
cljwraiju001a3n6l55k44i9k,back,363,520,https://www.youtube.com/watch?v=lkr-EBeDC3I,,Abnormal Gait,myopathic
cljwrbegv001e3n6l2d7a3018,left side,553,646,https://www.youtube.com/watch?v=lkr-EBeDC3I,,Abnormal Gait,myopathic
cljwrcrjm001n3n6lpfcn7b9t,back,1,301,https://www.youtube.com/watch?v=lSXuxyrywwY,,Abnormal Gait,abnormal
cljwrdzna001r3n6l0rabjj56,front,473,744,https://www.youtube.com/watch?v=lSXuxyrywwY,,Abnormal Gait,abnormal
cljwreup5001v3n6lv1gnmnpu,back,939,1170,https://www.youtube.com/watch?v=lSXuxyrywwY,,Abnormal Gait,abnormal
cljwrfyf600203n6ld19mo3ez,back,2876,4132,https://www.youtube.com/watch?v=M-_cogKwXK4,,Abnormal Gait,parkinsons
cljwrgl2p00243n6lwusay4pt,front,4625,5274,https://www.youtube.com/watch?v=M-_cogKwXK4,,Abnormal Gait,parkinsons
cljwri6el002b3n6l76w6m2d2,front,7184,7224,https://www.youtube.com/watch?v=M-_cogKwXK4,,Abnormal Gait,parkinsons
cljwrix1g002f3n6lcqc3bzfa,front,7481,7563,https://www.youtube.com/watch?v=M-_cogKwXK4,,Abnormal Gait,parkinsons
cljwrju1q002k3n6locdj52a9,front,1,105,https://www.youtube.com/watch?v=mBAxLr73IHU,,Abnormal Gait,normal
cljwrkef8002o3n6lp21lyyik,back,154,230,https://www.youtube.com/watch?v=mBAxLr73IHU,,Abnormal Gait,normal
cljwrl5sp002s3n6l9f979pew,front,261,341,https://www.youtube.com/watch?v=mBAxLr73IHU,,Abnormal Gait,normal
cljwrljou002w3n6ld0cnkyyv,back,410,479,https://www.youtube.com/watch?v=mBAxLr73IHU,,Abnormal Gait,normal
cljwrm2hl00303n6lmj6myxp0,front,506,575,https://www.youtube.com/watch?v=mBAxLr73IHU,,Abnormal Gait,normal
cljwrn1is00353n6lsjuek9uh,front,57,206,https://www.youtube.com/watch?v=M-iIqY2bBVY,,Abnormal Gait,antalgic
cljwrnrmd00393n6lvp4oc8sk,front,350,468,https://www.youtube.com/watch?v=M-iIqY2bBVY,,Abnormal Gait,antalgic
cljwroo0h003e3n6l4gxaa049,front,1,307,https://www.youtube.com/watch?v=mLOHf044vaM,,Abnormal Gait,antalgic
cljwrq524003j3n6lt19gnyf5,back,1,202,https://www.youtube.com/watch?v=-MQBffDuto4,,Abnormal Gait,cerebral palsy
cljwrqwc9003n3n6ltzrvje9c,front,243,441,https://www.youtube.com/watch?v=-MQBffDuto4,,Abnormal Gait,cerebral palsy
cljwrs3ox003s3n6l3qiz89pr,back,107,211,https://www.youtube.com/watch?v=mS7M4DyTFEw,,Abnormal Gait,antalgic
cljwrsi3r003w3n6ltfmup6z0,front,246,365,https://www.youtube.com/watch?v=mS7M4DyTFEw,,Abnormal Gait,antalgic
cljwrtedu00413n6lty9mdlvq,left side,165,296,https://www.youtube.com/watch?v=MTNB0MOO_yk,,Abnormal Gait,exercise
cljwru1g600463n6lp6agakeg,front,1,228,https://www.youtube.com/watch?v=mzOP3REjvCs,,Abnormal Gait,abnormal
cljwrvc82004b3n6ljbuorcr7,front,1,458,https://www.youtube.com/watch?v=n93bgWhLZk4,,Abnormal Gait,myopathic
cljwrw6js004g3n6lnv6bbczy,back,384,1080,https://www.youtube.com/watch?v=nB1nLMza88I,,Abnormal Gait,exercise
cljwrxi03004k3n6ltnmu15ks,other,1096,1332,https://www.youtube.com/watch?v=nB1nLMza88I,,Abnormal Gait,exercise
cljwrxvse004o3n6l8gzn0koh,front,1346,2117,https://www.youtube.com/watch?v=nB1nLMza88I,,Abnormal Gait,exercise
cljwrzfhq004t3n6lpnogqw2y,back,1522,1613,https://www.youtube.com/watch?v=NJdbdXSrE1k,,Abnormal Gait,inebriated
cljws0aeg004x3n6l0bs4fr3m,left side,1823,1914,https://www.youtube.com/watch?v=NJdbdXSrE1k,,Abnormal Gait,inebriated
cljws1mn100523n6l7yrxf2yp,front,127,278,https://www.youtube.com/watch?v=NpgUh5ACzW4,,Abnormal Gait,pregnant
cljws24xx00563n6l1lvi70og,back,346,498,https://www.youtube.com/watch?v=NpgUh5ACzW4,,Abnormal Gait,pregnant
cljws2r5g005a3n6ll46hxg3f,front,1023,1152,https://www.youtube.com/watch?v=NpgUh5ACzW4,,Abnormal Gait,pregnant
cljws38u1005e3n6l0e9p9gex,back,1228,1354,https://www.youtube.com/watch?v=NpgUh5ACzW4,,Abnormal Gait,pregnant
cljws3yi7005j3n6lhe3pllsk,front,1,255,https://www.youtube.com/watch?v=nrUHUl1fn4I,,Abnormal Gait,myopathic
cljws4z6p005n3n6l0pj42xf3,back,321,447,https://www.youtube.com/watch?v=nrUHUl1fn4I,,Abnormal Gait,myopathic
cljws85nz00043n6lfct00zcv,right side,1,240,https://www.youtube.com/watch?v=QO8D-comBy8,,Abnormal Gait,antalgic
cljws8qbk00083n6l8mxhhaqj,right side,260,497,https://www.youtube.com/watch?v=QO8D-comBy8,,Abnormal Gait,antalgic
cljws9b1w000c3n6lzf4v7hdb,right side,520,734,https://www.youtube.com/watch?v=QO8D-comBy8,,Abnormal Gait,antalgic
cljwsawxw000h3n6lxtnmrtll,front,1,156,https://www.youtube.com/watch?v=RnGsGqxJS-8,,Abnormal Gait,abnormal
cljwsd2vm000o3n6ldtv71ge9,front,506,848,https://www.youtube.com/watch?v=rvx2Pie-k2E,,Abnormal Gait,abnormal
cljwse3x0000t3n6l8umadcwn,right side,1,309,https://www.youtube.com/watch?v=sBQsjPibYnQ,,Abnormal Gait,abnormal
cljwsf1ex000y3n6l13irae1p,front,1,301,https://www.youtube.com/watch?v=sBww6q9Zybs,,Abnormal Gait,exercise
cljwsfrov00123n6llhq41svp,front,306,458,https://www.youtube.com/watch?v=sBww6q9Zybs,,Abnormal Gait,exercise
cljwsgzl400173n6l1o4umk7l,right side,44,355,https://www.youtube.com/watch?v=SG_2SlYRERQ,,Abnormal Gait,exercise
cljwshr10001c3n6ln1kkpqs6,left side,1,300,https://www.youtube.com/watch?v=SiYe89_WaTQ,,Abnormal Gait,cerebral palsy
cljwsiehw001g3n6lmr006lhr,front,836,964,https://www.youtube.com/watch?v=SiYe89_WaTQ,,Abnormal Gait,cerebral palsy
cljwsj29l001k3n6l8938wrtc,front,1098,1629,https://www.youtube.com/watch?v=SiYe89_WaTQ,,Abnormal Gait,cerebral palsy
cljwsjpbp001o3n6ln3z2vtfk,right side,1664,2699,https://www.youtube.com/watch?v=SiYe89_WaTQ,,Abnormal Gait,cerebral palsy
cljwskeid001s3n6lrp3je2km,right side,2717,2977,https://www.youtube.com/watch?v=SiYe89_WaTQ,,Abnormal Gait,cerebral palsy
cljwslbss001w3n6lr5pf4t4k,front,3016,3198,https://www.youtube.com/watch?v=SiYe89_WaTQ,,Abnormal Gait,cerebral palsy
cljwspg6e00213n6ltn2y4cy8,right side,33,118,https://www.youtube.com/watch?v=TxqRbz0bh94,,Abnormal Gait,abnormal
cljwsrf6f00043n6lyvybiqah,front,1,414,https://www.youtube.com/watch?v=v1SoZ_S31pk,,Abnormal Gait,parkinsons
cljwssdku00093n6lv3u03u8b,front,9,314,https://www.youtube.com/watch?v=vCn1WRR_U3E,,Abnormal Gait,abnormal
cljwstff4000d3n6ll71hchoj,front,341,590,https://www.youtube.com/watch?v=vCn1WRR_U3E,,Abnormal Gait,abnormal
cljwsuzo5000i3n6l6fh04vn2,front,1,246,https://www.youtube.com/watch?v=vRur-M5U4Q0,,Abnormal Gait,abnormal
cljwsw2aj000n3n6l8leupj5h,right side,214,266,https://www.youtube.com/watch?v=vUM4OwTQk34,,Abnormal Gait,normal
